City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nieuw amsterdam,5.8833,-55.0833,303.24,66,0,3.6,SR,1696030477
365,cill airne,52.05,-9.5167,283.59,94,100,1.75,IE,1696030298
366,nadym,65.5333,72.5167,272.58,90,32,4.49,RU,1696030477
367,nemuro,43.3236,145.575,289.98,75,96,5.19,JP,1696030286
368,punta cardon,11.6581,-70.215,302.52,74,100,9.05,VE,1696030477
369,chui,-33.6971,-53.4616,286.97,96,77,1.33,UY,1696030255
370,saint-joseph,-21.3667,55.6167,294.36,73,19,3.58,RE,1696030477
371,baissa,7.2333,10.6333,295.53,99,97,0.48,NG,1696030477
372,urazovo,50.0836,38.0395,287.0,45,11,1.2,RU,1696030477
373,luderitz,-26.6481,15.1594,287.42,73,3,3.32,NA,1696030478
374,pauini,-7.7136,-66.9764,296.13,94,98,1.48,BR,1696030478
375,coquimbo,-29.9533,-71.3436,287.0,88,40,3.6,CL,1696030478
376,wum,6.3833,10.0667,290.43,96,80,1.11,CM,1696030478
377,mount isa,-20.7333,139.5,300.02,32,0,6.69,AU,1696030308
378,dhidhdhoo,6.8833,73.1,300.54,79,90,6.52,MV,1696030478
379,ondangwa,-17.9167,15.95,298.15,15,49,1.03,NA,1696030478
380,mahur,25.1667,93.1167,294.61,88,100,0.78,IN,1696030478
381,urzhum,57.1141,49.9996,280.48,92,37,1.73,RU,1696030479
382,kaa-khem,51.6833,94.7333,279.39,65,100,1.8,RU,1696030479
383,villa gesell,-37.2639,-56.973,282.62,63,78,6.88,AR,1696030479
384,shache,38.4167,77.2406,291.88,44,100,8.7,CN,1696030479
385,camana,-16.6228,-72.7111,291.24,85,64,3.36,PE,1696030479
386,tsagan aman,47.5639,46.7218,288.61,40,1,1.98,RU,1696030479
387,fortuna foothills,32.6578,-114.4119,311.2,22,0,4.12,US,1696030479
388,malango,-2.9627,119.9001,296.04,77,56,1.19,ID,1696030479
389,al qadarif,14.0349,35.3834,299.0,73,45,3.56,SD,1696030480
390,caleta de carquin,-11.0925,-77.6267,292.31,86,80,4.04,PE,1696030480
391,talnakh,69.4865,88.3972,269.38,85,99,5.5,RU,1696030022
392,san pedro pochutla,15.7333,-96.4667,302.99,80,76,1.76,MX,1696030480
393,usinsk,65.9939,57.5281,272.86,86,76,4.37,RU,1696030480
394,hit,33.6416,42.8251,300.45,27,0,5.02,IQ,1696030480
395,al jawf,29.5,38.75,297.14,22,0,4.17,SA,1696030480
396,mugia,43.1041,-9.2179,292.13,92,22,3.05,ES,1696030480
397,constantia,44.1833,28.65,291.53,67,12,7.48,RO,1696030194
398,terrace,54.5163,-128.6035,288.83,62,75,1.54,CA,1696030481
399,ust-kamenogorsk,49.9789,82.6103,284.11,76,75,4.02,KZ,1696030481
400,sumbawa besar,-8.5,117.4333,301.95,46,60,1.73,ID,1696030481
401,corner brook,48.9667,-57.9484,285.24,90,77,1.27,CA,1696030361
402,trincomalee,8.5711,81.2335,300.14,74,100,8.65,LK,1696030481
403,nogliki,51.8333,143.1667,285.75,72,17,2.84,RU,1696030481
404,santana,-0.0583,-51.1817,303.25,66,20,4.12,BR,1696030482
405,makokou,0.5738,12.8642,293.89,99,50,1.31,GA,1696030482
406,dudinka,69.4058,86.1778,269.61,91,94,9.26,RU,1696030277
407,ambalangoda,6.2355,80.0538,298.72,87,98,2.6,LK,1696030482
408,zeya,53.75,127.2667,282.06,63,87,3.49,RU,1696030482
409,ashland,40.8167,-82.2665,292.58,92,49,2.17,US,1696030482
410,brookings,44.3114,-96.7984,294.4,88,100,2.57,US,1696030376
411,rey bouba,8.6724,14.1786,296.92,92,74,0.97,CM,1696030482
412,santa ana,33.7456,-117.8678,299.51,65,75,5.14,US,1696030189
413,yaren,-0.5472,166.916,301.79,75,99,5.2,NR,1696030483
414,shimoda,34.6667,138.95,297.35,73,95,2.58,JP,1696030483
415,berrechid,33.2655,-7.5875,295.93,68,0,2.57,MA,1696030483
416,mabaruma,8.2,-59.7833,300.27,84,13,2.15,GY,1696030483
417,xam nua,20.4197,104.0439,293.24,100,100,0.35,LA,1696030483
418,friedrichstadt,54.3757,9.0867,287.58,82,0,4.26,DE,1696030483
419,itamaraca,-7.7478,-34.8256,300.18,74,84,5.37,BR,1696030483
420,sola,-13.8833,167.55,297.99,67,98,10.71,VU,1696030484
421,egilsstadir,65.2653,-14.3948,277.1,93,100,0.0,IS,1696030286
422,porto novo,6.4965,2.6036,298.05,90,95,2.42,BJ,1696030484
423,barssel,53.1667,7.7333,285.16,94,11,3.52,DE,1696030484
424,pointe aux piments,-20.0628,57.5131,295.66,77,9,5.94,MU,1696030484
425,gwadar,25.1216,62.3254,301.5,34,0,3.78,PK,1696030276
426,duba,27.3513,35.6901,306.42,28,4,7.37,SA,1696030484
427,las tablas,7.7667,-80.2833,300.81,81,69,1.22,PA,1696030484
428,bowen,-20.0167,148.2333,297.37,63,26,6.99,AU,1696030485
429,nouadhibou,20.931,-17.0347,299.14,57,60,5.66,MR,1696030485
430,tanabe,33.7333,135.3667,297.71,73,40,0.51,JP,1696030485
431,blenheim,-41.516,173.9528,287.33,46,93,0.45,NZ,1696030485
432,barra de santo antonio,-9.4047,-35.5072,298.75,66,94,4.15,BR,1696030485
433,polyarnyy,69.1989,33.4478,283.31,94,100,3.91,RU,1696030485
434,dolzhanskaya,46.6311,37.8039,292.16,61,34,6.82,RU,1696030485
435,gedo,9.0167,37.45,283.58,87,9,1.15,ET,1696030486
436,buka,40.8108,69.1986,289.05,43,98,2.1,UZ,1696030486
437,nova vicosa,-17.8919,-39.3719,296.83,76,68,6.65,BR,1696030083
438,island harbour,50.724,-1.2758,287.0,92,99,1.87,GB,1696030486
439,emerald,-23.5333,148.1667,297.23,53,0,4.87,AU,1696030486
440,laohekou,32.3858,111.6678,292.01,84,42,1.79,CN,1696030421
441,dunedin,-45.8742,170.5036,281.93,61,82,4.92,NZ,1696030270
442,ma'rib,15.4591,45.3253,296.79,20,5,2.61,YE,1696030486
443,frederico westphalen,-27.3592,-53.3944,294.51,87,94,0.48,BR,1696030487
444,trevelin,-43.0858,-71.4639,282.86,75,0,1.66,AR,1696030487
445,cudillero,43.5622,-6.1459,293.1,98,20,1.03,ES,1696030487
446,bouna,9.2667,-3.0,296.09,93,84,1.81,CI,1696030487
447,ta`u,-14.2336,-169.5144,300.15,79,52,5.33,AS,1696030487
448,riti,7.9167,9.6167,295.31,91,99,1.8,NG,1696030487
449,birao,10.2849,22.7882,296.31,90,28,0.64,CF,1696030487
450,itaituba,-4.2761,-55.9836,305.44,33,77,1.01,BR,1696030488
451,grand-bassam,5.2118,-3.7388,299.13,92,88,1.83,CI,1696030488
452,inari,68.906,27.0288,283.26,96,98,1.25,FI,1696030488
453,kabare,-2.4683,28.8242,289.46,88,54,1.39,CD,1696030488
454,kidal,18.4411,1.4078,304.62,28,7,4.63,ML,1696030488
455,holualoa,19.6228,-155.9522,301.06,72,20,8.23,US,1696030284
456,port saint john's,-31.6229,29.5448,295.44,60,49,3.41,ZA,1696030488
457,belmonte,-15.8631,-38.8828,296.89,84,75,6.01,BR,1696030488
458,arno,60.1167,18.6333,287.47,93,96,4.28,SE,1696030291
459,itoman,26.1247,127.6694,301.36,94,20,3.6,JP,1696030253
460,mananjary,-21.2167,48.3333,292.92,91,0,3.16,MG,1696030489
461,aroma,15.8167,36.1333,305.63,29,3,3.5,SD,1696030489
462,chul'man,56.8479,124.9104,278.28,71,98,3.37,RU,1696030489
463,tateyama,34.9833,139.8667,299.32,72,87,1.91,JP,1696030489
464,chinchilla,-26.75,150.6333,298.41,43,0,2.93,AU,1696030489
465,lodja,-3.4833,23.4333,295.02,84,82,0.91,CD,1696030490
466,cururupu,-1.8283,-44.8683,296.53,90,53,1.66,BR,1696030490
467,healesville,-37.65,145.5167,297.84,34,11,0.45,AU,1696030490
468,imam qasim,32.298,44.6828,302.18,24,0,4.81,IQ,1696030490
469,st. john's,47.5649,-52.7093,283.81,84,75,1.03,CA,1696030479
470,crane,31.3974,-102.3501,305.86,30,0,9.34,US,1696030010
471,koch'ang,35.4333,126.7,288.01,87,100,1.23,KR,1696030490
472,tazacorte,28.629,-17.9293,296.69,70,20,2.57,ES,1696030285
473,belyy yar,53.6039,91.3903,281.09,100,75,0.0,RU,1696030491
474,kapustin yar,48.5831,45.7372,288.97,47,4,3.01,RU,1696030491
475,arrifes,37.7667,-25.7,295.29,94,40,5.66,PT,1696030491
476,aral,40.5156,81.2636,290.96,30,100,1.19,CN,1696030491
477,initao,8.4997,124.3039,301.02,75,99,3.24,PH,1696030491
478,fortaleza,-3.7227,-38.5247,299.94,78,0,4.63,BR,1696030430
479,bac lieu,9.285,105.7244,298.88,88,95,3.36,VN,1696030492
480,mildura,-34.2,142.15,298.75,22,0,6.6,AU,1696030340
481,grand falls-windsor,48.9332,-55.6649,283.05,85,98,1.25,CA,1696030492
482,selfoss,63.9331,-20.9971,275.95,73,72,2.49,IS,1696030303
483,enriquillo,17.9,-71.2333,301.97,80,98,2.32,DO,1696030492
484,shalqar,47.8333,59.6,287.36,50,76,3.52,KZ,1696030493
485,manaure,11.7751,-72.4445,303.6,65,87,5.05,CO,1696030493
486,masterton,-40.9597,175.6575,282.53,93,100,6.16,NZ,1696030493
487,nang rong,14.6377,102.7914,297.62,89,100,1.61,TH,1696030493
488,tshikapa,-6.4167,20.8,295.87,77,23,1.57,CD,1696030493
489,east ballina,-28.8667,153.5833,296.5,62,7,4.26,AU,1696030493
490,sechura,-5.5569,-80.8222,294.79,75,81,7.2,PE,1696030493
491,novodvinsk,64.4165,40.8122,284.3,95,100,3.27,RU,1696030494
492,kalmunai,7.4167,81.8167,298.94,78,91,6.01,LK,1696030494
493,baruun-urt,46.6806,113.2792,279.82,65,9,2.2,MN,1696030494
494,gherla,47.0333,23.9167,284.54,51,0,0.88,RO,1696030494
495,bam,29.106,58.357,294.56,21,7,2.72,IR,1696030494
496,voronovytsya,49.1095,28.6808,287.07,51,1,2.09,UA,1696030494
497,tianpeng,30.9866,103.9393,293.82,86,86,1.28,CN,1696030494
498,blair,41.5444,-96.125,306.94,33,0,8.23,US,1696030495
499,thunder bay,48.4001,-89.3168,290.14,82,75,3.6,CA,1696030441
500,adam,22.3756,57.5233,299.08,38,0,0.72,OM,1696030495
501,lorengau,-2.0226,147.2712,301.84,75,37,3.23,PG,1696030495
502,asau,46.4333,26.4,282.66,51,11,2.17,RO,1696030495
503,swift current,50.2834,-107.8014,289.6,39,0,4.63,CA,1696030495
504,ghat,24.9647,10.1728,297.83,40,65,0.49,LY,1696030495
505,saguenay,48.4168,-71.0657,288.21,84,40,1.54,CA,1696030323
506,calabozo,8.9242,-67.4293,302.05,67,89,1.64,VE,1696030496
507,punta alta,-38.8759,-62.0736,281.52,76,1,4.17,AR,1696030387
508,beauvais,49.4167,2.0,284.61,92,0,0.51,FR,1696030496
509,kailua-kona,19.6406,-155.9956,303.13,71,20,8.23,US,1696030177
510,kenai,60.5544,-151.2583,284.2,63,0,2.06,US,1696030400
511,colonia,50.9333,6.95,288.13,87,0,0.51,DE,1696030311
512,gisborne,-38.6533,178.0042,282.38,90,100,4.8,NZ,1696030298
513,gouyave,12.1646,-61.7296,302.58,79,20,6.17,GD,1696030497
514,ardestan,33.3761,52.3694,290.69,31,0,1.05,IR,1696030497
515,hithadhoo,-0.6,73.0833,301.21,77,3,6.59,MV,1696030299
516,kiunga,-6.1219,141.2906,297.18,91,99,1.71,PG,1696030497
517,puerto armuelles,8.2833,-82.8667,302.14,85,98,2.24,PA,1696030318
518,tual,-5.6667,132.75,299.21,83,100,5.95,ID,1696030497
519,duragan,41.4158,35.0544,290.49,92,76,0.42,TR,1696030497
520,lautoka,-17.6167,177.4667,300.07,54,20,4.12,FJ,1696030498
521,krasnokholm,51.5979,54.1567,285.99,78,42,2.56,RU,1696030498
522,itamarandiba,-17.8572,-42.8589,292.78,71,61,3.37,BR,1696030498
523,khanty-mansiysk,61.0042,69.0019,271.21,93,0,1.0,RU,1696030498
524,nema,57.5067,50.5011,280.08,95,40,1.95,RU,1696030498
525,toliara,-23.35,43.6667,295.46,88,13,2.23,MG,1696030313
526,ende,-8.8432,121.6623,300.96,59,51,1.15,ID,1696030499
527,loango,-4.6719,11.8312,297.96,88,75,1.54,CG,1696030499
528,sisimiut,66.9395,-53.6735,274.53,84,69,2.82,GL,1696030324
529,kollam,8.8833,76.6,298.33,85,98,2.1,IN,1696030499
530,chibougamau,49.9168,-74.3659,288.94,67,0,1.03,CA,1696030314
531,al bab,36.3699,37.5179,293.68,76,9,6.91,SY,1696030499
532,hami,42.8,93.45,289.78,23,72,2.8,CN,1696030500
533,zhezqazghan,47.7833,67.7667,284.96,49,98,1.29,KZ,1696030500
534,salzwedel,52.85,11.15,288.16,85,57,5.41,DE,1696030500
535,harnoli,32.2792,71.5539,299.25,43,0,3.54,PK,1696030500
536,necochea,-38.5473,-58.7368,281.46,83,100,5.27,AR,1696030338
537,ar ruways,24.1103,52.7306,301.88,60,0,2.02,AE,1696030500
538,yuzhno-kurilsk,44.0306,145.8556,289.58,74,78,3.42,RU,1696030312
539,illizi,26.4833,8.4667,300.04,25,87,4.77,DZ,1696030304
540,carutapera,-1.195,-46.02,299.2,81,20,4.21,BR,1696030501
541,vikulovo,56.8167,70.6107,283.36,91,100,2.56,RU,1696030501
542,jatiroto,-7.8833,111.1167,298.46,55,20,2.45,ID,1696030501
543,karwar,14.8,74.1333,298.71,88,100,6.18,IN,1696030298
544,merizo village,13.2658,144.6691,303.36,80,100,3.21,GU,1696030501
545,puerto ayacucho,5.6639,-67.6236,302.43,70,98,0.34,VE,1696030502
546,kavieng,-2.5744,150.7967,301.57,71,100,1.31,PG,1696030502
547,hajnowka,52.7433,23.5812,286.49,81,89,0.45,PL,1696030502
548,jijiga,9.35,42.8,291.34,77,5,0.69,ET,1696030502
549,sincik,38.0368,38.6149,289.01,46,4,0.3,TR,1696030503
550,mahavelona,-17.6848,49.5087,294.14,89,78,1.09,MG,1696030503
551,barra do corda,-5.5,-45.25,303.49,33,84,2.14,BR,1696030503
552,maridi,4.9158,29.4742,293.09,96,64,0.55,SS,1696030503
553,the pas,53.8251,-101.2541,287.16,72,75,1.03,CA,1696030504
554,athi river,-1.4507,36.9824,291.86,82,75,3.6,KE,1696030504
555,bodo,67.28,14.405,284.17,98,100,3.09,NO,1696030498
556,ulladulla,-35.35,150.4667,297.33,26,1,1.76,AU,1696030320
557,carauari,-4.8828,-66.8958,297.83,93,83,1.89,BR,1696030504
558,duong dong,10.2167,103.9667,300.15,94,20,0.0,VN,1696030504
559,bure,10.7,37.0667,287.14,91,86,1.48,ET,1696030303
560,alo,7.4178,6.7371,296.51,91,100,1.16,NG,1696030505
561,bel ombre,-4.6167,55.4167,298.06,88,40,6.17,SC,1696030505
562,capanema,-1.1958,-47.1808,298.23,85,21,3.29,BR,1696030431
563,togur,58.3631,82.8265,279.88,95,99,4.43,RU,1696030505
564,kamina,-8.7386,24.9906,292.73,87,86,1.81,CD,1696030505
565,kone,-21.0595,164.8658,299.04,42,9,3.36,NC,1696030505
